日付,北海道,青森県,岩手県,宮城県,秋田県,山形県,福島県,茨城県,栃木県,群馬県,埼玉県,千葉県,東京都,神奈川県,新潟県,富山県,石川県,福井県,山梨県,長野県,岐阜県,静岡県,愛知県,三重県,滋賀県,京都府,大阪府,兵庫県,奈良県,和歌山県,鳥取県,島根県,岡山県,広島県,山口県,徳島県,香川県,愛媛県,高知県,福岡県,佐賀県,長崎県,熊本県,大分県,宮崎県,鹿児島県,沖縄県
2020/1/16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/1/17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/1/18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/1/20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/1/21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/1/22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/1/23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/1/24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/1/25,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/1/26,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/1/27,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/1/28,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/1/29,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/1/30,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/1/31,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/2/1,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/2/2,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/2/3,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/2/4,1,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/2/5,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,2,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/2/6,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,2,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/2/7,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,2,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/2/8,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,2,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/2/9,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,2,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/2/10,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,2,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/2/11,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,2,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/2/12,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,2,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/2/13,1,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,2,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/2/14,2,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,0,0,0,0,0,3,1,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020/2/15,2,0,0,0,0,0,0,0,0,0,0,4,14,3,0,0,0,0,0,0,0,0,4,1,0,2,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020/2/16,2,0,0,0,0,0,0,0,0,0,0,4,19,3,0,0,0,0,0,0,0,0,5,1,0,2,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020/2/17,2,0,0,0,0,0,0,0,0,0,0,4,19,4,0,0,0,0,0,0,0,0,6,1,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020/2/18,2,0,0,0,0,0,0,0,0,0,0,4,22,5,0,0,0,0,0,0,0,0,7,1,0,2,1,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020/2/19,4,0,0,0,0,0,0,0,0,0,0,4,25,7,0,0,0,0,0,0,0,0,8,1,0,2,1,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020/2/20,5,0,0,0,0,0,0,0,0,0,0,5,25,9,0,0,0,0,0,0,0,0,9,1,0,2,1,0,1,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
2020/2/21,8,0,0,0,0,0,0,0,0,0,1,6,28,12,0,0,1,0,0,0,0,0,11,1,0,2,1,0,1,12,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3
2020/2/22,17,0,0,0,0,0,0,0,1,0,1,9,29,16,0,0,2,0,0,0,0,0,15,1,0,2,1,0,1,13,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3
2020/2/23,26,0,0,0,0,0,0,0,1,0,1,10,29,16,0,0,2,0,0,0,0,0,17,1,0,2,1,0,1,13,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3
2020/2/24,30,0,0,0,0,0,0,0,1,0,1,10,32,17,0,0,4,0,0,0,0,0,17,1,0,2,1,0,1,13,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,3
2020/2/25,35,0,0,0,0,0,0,0,1,0,1,10,32,17,0,0,4,0,0,1,0,0,20,1,0,2,1,0,1,13,0,0,0,0,0,1,0,0,0,2,0,0,5,0,0,0,3
2020/2/26,39,0,0,0,0,0,0,0,1,0,1,13,35,18,0,0,4,0,0,2,1,0,25,1,0,2,1,0,1,13,0,0,0,0,0,1,0,0,0,2,0,0,5,0,0,0,3
2020/2/27,54,0,0,0,0,0,0,0,1,0,1,13,36,21,0,0,5,0,0,2,2,0,27,1,0,2,2,0,1,13,0,0,0,0,0,1,0,0,0,2,0,0,5,0,0,0,3
2020/2/28,66,0,0,0,0,0,0,0,1,0,1,13,36,22,0,0,6,0,0,2,2,1,28,1,0,2,4,0,1,13,0,0,0,0,0,1,0,0,0,2,0,0,5,0,0,0,3
2020/2/29,70,0,0,1,0,0,0,0,1,0,1,13,37,22,1,0,6,0,0,2,2,1,29,1,0,2,4,0,1,13,0,0,0,0,0,1,0,0,1,2,0,0,5,0,0,0,3
2020/3/1,72,0,0,1,0,0,0,0,1,0,1,14,39,25,1,0,6,0,0,2,2,1,32,1,0,2,4,1,1,13,0,0,0,0,0,1,0,0,2,3,0,0,5,0,0,0,3
2020/3/2,77,0,0,1,0,0,0,0,1,0,1,14,39,30,5,0,6,0,0,2,2,1,32,1,0,2,6,1,1,13,0,0,0,0,0,1,0,1,3,3,0,0,5,0,0,0,3
2020/3/3,79,0,0,1,0,0,0,0,1,0,1,14,40,31,5,0,6,0,0,2,2,1,41,1,0,3,8,3,1,13,0,0,0,0,0,1,0,1,3,3,0,0,5,1,0,0,3
2020/3/4,82,0,0,1,0,0,0,0,1,0,1,15,44,31,5,0,6,0,0,2,2,1,49,1,0,5,17,3,1,13,0,0,0,0,1,1,0,2,7,3,0,0,6,1,1,0,3
2020/3/5,83,0,0,1,0,0,0,0,2,0,3,15,52,34,6,0,6,0,0,2,2,1,57,1,1,6,18,4,1,14,0,0,0,0,3,1,0,2,7,3,0,0,6,1,1,0,3
2020/3/6,90,0,0,1,2,0,0,0,2,0,6,17,58,40,6,0,6,0,1,3,2,1,62,1,1,7,31,8,4,14,0,0,0,0,3,1,0,2,9,3,0,0,6,1,1,0,3
2020/3/7,98,0,0,1,2,0,1,0,2,1,6,21,64,41,6,0,6,0,2,3,2,1,69,1,1,8,41,10,4,14,0,0,0,1,3,1,0,2,10,3,0,0,6,1,1,0,3
2020/3/8,101,0,0,1,2,0,1,0,2,1,7,21,64,41,6,0,6,0,2,3,2,1,80,1,1,8,55,12,4,14,0,0,0,1,3,1,0,2,12,3,0,0,6,1,1,0,3
2020/3/9,108,0,0,1,2,0,1,0,2,1,7,22,64,41,8,0,7,0,2,3,2,1,86,1,1,12,55,16,7,14,0,0,0,1,3,1,0,2,12,3,0,0,6,1,1,0,3
2020/3/10,111,0,0,1,2,0,1,0,2,1,12,23,67,43,11,0,7,0,2,3,2,2,99,2,1,13,73,24,7,14,0,0,0,1,3,1,0,2,12,3,0,0,6,1,1,0,3
2020/3/11,118,0,0,1,2,0,1,0,2,1,14,25,73,46,11,0,7,0,2,3,2,2,104,7,1,15,80,37,8,14,0,0,0,1,3,1,0,2,12,3,0,0,6,1,1,0,3
2020/3/12,128,0,0,1,2,0,1,0,2,3,20,27,75,49,14,0,7,0,2,3,2,3,111,7,1,17,89,46,8,14,0,0,0,1,3,1,0,2,12,3,0,0,6,1,1,0,3
2020/3/13,137,0,0,1,2,0,1,0,2,3,22,29,77,50,14,0,7,0,2,3,2,3,114,7,1,17,92,56,8,14,0,0,0,1,3,1,0,2,12,3,1,0,6,1,1,0,3
2020/3/14,144,0,0,1,2,0,2,0,2,5,29,31,87,50,16,0,7,0,2,4,2,3,121,8,1,17,102,67,8,14,0,0,0,1,3,1,0,2,12,3,1,1,6,1,1,0,3
2020/3/15,148,0,0,1,2,0,2,0,2,5,29,31,90,55,16,0,7,0,2,4,2,3,121,8,2,17,106,78,8,15,0,0,0,1,3,1,0,2,12,3,1,1,6,1,1,0,3
2020/3/16,152,0,0,1,2,0,2,0,2,6,29,31,90,55,19,0,7,0,2,4,2,3,123,8,3,17,108,82,8,15,0,0,0,1,3,1,0,2,12,3,1,1,6,1,1,0,3
2020/3/17,152,0,0,1,2,0,2,1,2,10,34,31,102,59,21,0,7,0,2,4,2,3,125,8,4,19,112,86,8,15,0,0,0,1,3,1,1,2,12,4,1,1,6,1,3,0,3
2020/3/18,154,0,0,1,2,0,2,2,3,10,35,33,111,60,22,0,7,1,2,4,3,3,130,9,4,21,117,91,8,15,0,0,0,1,3,1,1,3,12,4,1,1,6,1,3,0,3
2020/3/19,157,0,0,1,2,0,2,3,3,10,39,36,118,66,24,0,7,1,2,4,3,3,134,9,4,21,119,93,8,17,0,0,0,1,3,1,1,3,12,5,1,1,7,3,3,0,3
2020/3/20,158,0,0,1,2,0,2,3,4,11,42,41,129,68,25,0,8,1,2,4,3,3,139,9,4,22,123,101,8,17,0,0,0,2,3,1,1,3,12,5,1,1,7,8,3,0,3
2020/3/21,159,0,0,1,2,0,2,3,4,11,45,42,136,72,27,0,8,1,2,4,3,3,141,9,4,23,125,107,8,17,0,0,0,2,3,1,1,3,12,5,1,1,7,13,3,0,3
2020/3/22,162,0,0,1,2,0,2,4,4,11,51,44,139,77,27,0,8,1,2,4,5,3,143,9,4,24,131,111,9,17,0,0,1,3,4,1,1,3,12,5,1,1,7,21,3,0,3
2020/3/23,162,2,0,1,2,0,2,5,4,11,52,47,155,77,27,0,8,1,2,4,8,3,145,9,5,25,134,113,9,17,0,0,1,3,4,1,1,3,12,6,1,1,7,22,3,0,4
2020/3/24,163,2,0,1,2,0,2,10,6,13,59,48,173,83,28,0,8,1,4,5,11,3,148,9,5,27,142,118,9,17,0,0,1,3,4,1,1,3,12,9,1,1,7,23,3,0,5
2020/3/25,167,6,0,1,2,0,2,10,10,14,60,53,214,87,29,0,8,3,4,5,12,3,154,9,5,31,149,119,9,17,0,0,1,3,5,1,1,3,12,9,1,2,8,25,3,0,5
2020/3/26,168,6,0,2,2,0,2,10,11,14,67,56,260,93,29,0,8,6,4,5,15,3,157,9,6,34,156,120,9,17,0,0,1,4,6,1,1,3,12,12,1,2,8,25,3,1,6
2020/3/27,169,6,0,2,4,0,2,13,11,14,73,63,300,104,30,0,8,9,4,6,17,3,160,9,6,35,176,123,9,17,0,0,2,4,6,1,1,4,13,16,1,2,10,27,3,1,6
2020/3/28,172,7,0,2,4,0,2,16,11,18,79,125,364,116,31,0,9,12,4,6,19,4,164,9,6,40,191,126,11,17,0,0,3,4,6,1,1,4,13,22,1,2,11,27,3,1,8
2020/3/29,176,7,0,4,4,0,2,16,12,18,84,158,436,125,31,0,9,13,4,8,20,4,167,9,6,47,208,133,11,17,0,0,3,6,6,1,1,4,14,26,1,2,12,28,3,1,8
2020/3/30,177,8,0,6,5,0,2,20,12,18,85,158,448,128,31,1,11,15,5,8,22,8,170,11,6,56,216,137,11,18,0,0,4,6,6,1,2,4,15,29,1,2,14,28,3,1,9
2020/3/31,177,8,0,7,6,1,4,24,14,19,100,171,526,142,31,2,13,20,6,8,26,10,178,11,7,69,244,148,11,18,0,0,4,6,6,3,2,9,17,46,2,2,14,29,3,1,9
2020/4/1,182,8,0,11,7,2,6,42,17,20,104,185,593,161,32,5,15,21,9,9,31,12,183,11,7,76,278,162,15,19,0,0,5,6,6,3,2,9,20,78,3,5,15,29,3,2,9
2020/4/2,185,9,0,12,9,3,8,44,17,21,118,190,691,186,32,8,16,30,9,9,36,13,190,12,8,88,311,169,19,21,0,0,7,11,6,3,2,12,21,100,3,8,15,30,3,3,9
2020/4/3,190,11,0,18,10,8,9,54,17,25,135,210,783,217,35,8,24,42,11,10,40,15,202,13,14,106,346,175,21,22,0,0,9,13,7,3,2,19,23,119,5,9,18,31,7,3,11
2020/4/4,193,11,0,20,11,10,14,59,17,26,160,236,901,238,35,10,32,46,12,11,47,16,221,13,17,116,387,190,24,22,0,0,10,15,8,3,2,20,26,146,6,11,18,32,8,3,16
2020/4/5,194,11,0,23,11,13,16,64,17,26,185,262,1042,265,35,10,43,53,14,12,58,16,228,13,18,125,408,203,25,24,0,0,11,15,12,3,2,21,33,162,8,12,19,32,10,3,16
2020/4/6,194,11,0,26,11,19,16,71,17,26,199,280,1127,271,35,11,45,59,19,14,59,18,239,13,19,133,428,209,26,29,0,0,11,16,13,3,2,23,36,176,8,12,20,33,11,3,22
2020/4/7,198,12,0,32,11,19,24,77,20,29,216,293,1214,289,37,13,55,65,22,14,69,21,260,13,24,145,481,229,28,31,0,0,12,19,16,3,2,23,38,199,11,12,21,35,12,3,34
2020/4/8,208,12,0,34,11,22,29,77,26,29,250,327,1370,355,39,14,66,72,25,19,77,29,280,13,26,155,524,248,30,34,0,0,14,24,17,3,3,25,39,224,11,13,22,41,16,4,39
2020/4/9,226,14,0,36,11,27,33,82,31,33,285,357,1553,381,41,21,72,77,27,21,86,32,301,15,33,165,616,287,34,37,0,1,15,25,17,3,3,26,49,250,12,13,23,41,16,4,42
2020/4/10,239,17,0,38,13,32,36,91,32,44,338,390,1752,436,41,23,92,82,30,28,97,36,315,15,34,174,696,316,37,38,1,2,15,30,18,3,4,28,54,289,12,14,24,42,16,4,48
2020/4/11,255,22,0,45,15,33,37,103,35,79,375,426,1950,512,42,30,104,86,33,28,106,38,325,17,38,181,766,358,39,38,1,6,15,56,19,3,4,30,54,332,13,14,25,42,17,4,56
2020/4/12,267,22,0,51,15,38,38,109,35,90,415,470,2124,543,42,44,113,88,35,29,112,40,327,17,38,193,811,375,41,39,1,7,15,62,23,3,8,30,60,362,13,14,27,42,17,4,65
2020/4/13,272,22,0,54,15,39,38,110,36,90,430,489,2224,558,42,49,121,92,36,36,119,45,336,17,40,205,835,384,44,39,1,8,15,65,24,3,19,37,60,373,13,14,28,43,17,4,72
2020/4/14,290,22,0,64,16,43,39,116,37,96,452,505,2383,578,45,55,131,92,37,37,127,46,346,19,51,210,894,403,47,40,1,10,16,90,25,3,20,39,60,406,15,14,31,45,17,4,76
2020/4/15,313,22,0,65,16,49,40,119,40,106,513,540,2510,618,46,61,140,100,40,39,130,47,358,20,52,215,968,423,53,42,1,13,16,113,28,3,21,40,62,436,15,15,33,50,17,4,86
2020/4/16,336,22,0,75,16,54,49,123,42,112,564,598,2661,674,47,68,146,103,43,45,135,48,372,26,57,225,1020,454,54,43,1,14,17,118,29,3,22,41,62,462,15,16,33,54,17,4,94
2020/4/17,369,22,0,79,16,58,52,131,44,114,590,633,2867,707,53,79,160,104,46,47,136,49,382,32,68,235,1075,481,56,44,1,15,18,124,30,3,24,41,63,479,16,17,35,54,17,6,101
2020/4/18,407,22,0,83,16,60,60,135,44,120,627,667,3053,751,56,91,173,106,48,47,137,49,399,35,70,242,1163,502,59,45,3,15,18,130,30,3,25,44,64,503,16,17,37,54,17,7,110
2020/4/19,434,22,0,83,16,61,62,139,46,122,664,685,3162,781,56,95,178,112,49,52,139,51,409,36,71,251,1211,513,61,45,3,16,19,132,30,3,26,45,68,519,17,17,40,54,17,8,115
2020/4/20,451,22,0,84,16,64,64,143,49,124,676,707,3263,798,56,114,181,113,49,52,139,51,414,39,72,259,1295,524,64,45,3,16,19,137,30,3,28,46,69,521,17,17,41,55,17,10,121
2020/4/21,473,22,0,84,16,64,64,146,51,131,686,728,3386,811,58,127,193,118,50,54,144,52,430,41,76,264,1349,543,72,47,3,16,19,139,31,5,28,47,69,542,17,17,42,60,17,10,125
2020/4/22,495,22,0,84,16,65,65,151,52,134,726,748,3509,836,61,141,199,119,51,59,147,56,449,43,88,275,1380,560,73,49,3,16,19,142,31,5,28,47,70,563,19,17,43,60,17,10,130
2020/4/23,540,22,0,84,16,65,65,153,52,138,758,772,3643,875,62,150,216,119,51,62,149,57,461,43,92,282,1415,580,74,50,3,16,19,144,31,5,28,47,71,575,28,17,44,60,17,10,132
2020/4/24,562,22,0,84,16,66,66,157,52,140,776,790,3813,907,65,163,222,120,51,65,149,58,475,45,93,286,1446,605,74,52,3,16,21,144,31,5,28,47,71,587,36,17,45,60,17,10,133
2020/4/25,601,22,0,85,16,66,68,160,52,140,798,798,3932,938,66,175,226,120,52,66,149,61,476,45,94,290,1475,620,74,57,3,17,21,146,31,5,28,47,72,601,37,17,45,60,17,10,134
2020/4/26,615,22,0,85,16,66,69,161,54,141,817,806,4014,954,70,178,235,121,52,66,149,62,477,45,94,294,1491,629,74,58,3,22,22,148,31,5,28,47,73,612,37,17,47,60,17,10,137
2020/4/27,650,23,0,86,16,66,69,161,54,146,825,813,4055,961,70,179,241,121,52,66,149,63,477,45,94,309,1521,630,76,59,3,22,22,149,32,5,28,47,73,621,37,17,47,60,17,10,137
2020/4/28,688,26,0,88,16,67,70,162,54,146,832,821,4168,972,75,188,249,122,53,66,149,66,482,45,95,313,1553,637,78,60,3,23,22,154,32,5,28,47,73,625,38,17,47,60,17,10,141
2020/4/29,726,26,0,88,16,68,72,163,54,146,847,825,4215,997,75,195,250,122,53,66,149,67,486,45,95,317,1597,643,80,60,3,23,23,155,32,5,28,47,74,638,41,17,47,60,17,10,141
2020/4/30,767,26,0,88,16,68,73,163,54,146,859,834,4274,1023,75,200,251,122,53,66,149,71,487,45,95,320,1625,646,80,62,3,23,23,155,32,5,28,47,74,641,41,17,47,60,17,10,142
2020/5/1,790,26,0,88,16,68,74,165,54,146,864,840,4439,1038,77,203,254,122,54,66,149,72,490,45,95,324,1639,651,83,62,3,23,23,159,34,5,28,47,74,644,42,17,47,60,17,10,142
2020/5/2,823,26,0,88,16,68,75,165,54,146,885,846,4593,1074,77,209,260,122,55,70,150,72,490,45,95,329,1656,655,83,62,3,23,23,160,34,5,28,47,74,647,42,17,47,60,17,10,142
2020/5/3,848,26,0,88,16,68,78,165,54,146,897,851,4686,1097,77,212,264,122,56,70,150,72,492,45,95,331,1666,668,84,62,3,24,23,161,35,5,28,48,74,647,44,17,47,60,17,10,142
2020/5/4,879,26,0,88,16,69,78,167,54,146,902,856,4773,1107,77,213,267,122,56,72,150,72,495,45,97,334,1679,668,84,62,3,24,23,165,36,5,28,48,74,648,45,17,47,60,17,10,142
2020/5/5,891,26,0,88,16,69,79,168,54,146,908,857,4830,1121,78,216,268,122,56,72,150,72,498,45,97,338,1686,674,85,62,3,24,23,165,37,5,28,48,74,649,45,17,47,60,17,10,142
2020/5/6,914,26,0,88,16,69,80,168,54,147,917,859,4867,1128,78,216,271,122,56,73,150,72,498,45,97,341,1698,677,85,62,3,24,23,165,37,5,28,48,74,650,45,17,47,60,17,10,142
2020/5/7,928,27,0,88,16,69,80,168,55,147,931,864,4890,1141,78,217,275,122,56,73,150,72,498,45,97,347,1706,680,85,62,3,24,23,165,37,5,28,48,74,651,45,17,47,60,17,10,142
2020/5/8,934,27,0,88,16,69,81,168,56,147,942,867,4929,1148,81,218,275,122,56,74,150,72,498,45,97,348,1716,680,86,62,3,24,24,165,37,5,28,48,74,651,45,17,48,60,17,10,142
2020/5/9,945,27,0,88,16,69,81,168,56,147,958,870,4965,1156,81,221,277,122,56,75,150,72,501,45,97,352,1732,688,87,62,3,24,24,165,37,5,28,48,74,653,45,17,48,60,17,10,142
2020/5/10,954,27,0,88,16,69,81,168,56,147,963,870,4987,1169,81,221,278,122,56,75,150,72,501,45,97,352,1743,693,87,62,3,24,24,165,37,5,28,48,74,654,45,17,48,60,17,10,142
2020/5/11,966,27,0,88,16,69,81,168,56,147,965,873,5002,1176,81,221,280,122,56,75,150,72,502,45,97,352,1744,694,87,62,3,24,25,165,37,5,28,48,74,654,45,17,48,60,17,10,142
2020/5/12,979,27,0,88,16,69,81,168,57,147,966,876,5029,1191,81,222,283,122,57,75,150,72,503,45,97,356,1750,694,87,63,3,24,25,165,37,5,28,48,74,655,45,17,48,60,17,10,142
2020/5/13,983,27,0,88,16,69,81,168,57,147,970,878,5039,1201,81,222,284,122,57,76,150,72,504,45,97,357,1762,697,87,63,3,24,25,165,37,5,28,51,74,656,46,17,48,60,17,10,142
2020/5/14,989,27,0,88,16,69,81,168,58,147,974,878,5069,1233,81,224,284,122,57,76,150,72,506,45,97,358,1765,698,87,63,3,24,25,165,37,5,28,68,74,657,46,17,48,60,17,10,142
2020/5/15,999,27,0,88,16,69,81,168,60,147,976,880,5078,1249,82,224,285,122,57,76,150,72,507,45,98,358,1768,698,87,63,3,24,25,165,37,5,28,70,74,657,46,17,48,60,17,10,142
2020/5/16,1006,27,0,88,16,69,81,168,60,147,981,888,5092,1261,82,225,286,122,57,76,150,72,509,45,99,358,1770,699,87,63,3,24,25,165,37,5,28,70,74,657,47,17,48,60,17,10,142
2020/5/17,1014,27,0,88,16,69,81,168,60,147,985,888,5097,1266,82,225,287,122,57,76,150,72,509,45,99,358,1770,699,87,63,3,24,25,166,37,5,28,71,74,658,47,17,48,60,17,10,142
2020/5/18,1015,27,0,88,16,69,81,168,61,147,988,890,5107,1274,82,227,287,122,58,76,150,72,509,45,99,358,1771,699,87,63,3,24,25,166,37,5,28,73,74,658,47,17,48,60,17,10,142
2020/5/19,1018,27,0,88,16,69,81,168,62,148,988,890,5112,1282,82,227,290,122,60,76,150,72,509,45,99,358,1774,699,87,63,3,24,25,166,37,5,28,74,74,658,47,17,48,60,17,10,142
2020/5/20,1019,27,0,88,16,69,81,168,64,148,993,891,5117,1303,82,227,290,122,60,76,150,72,509,45,99,358,1777,699,87,63,3,24,25,166,37,5,28,74,74,658,47,17,48,60,17,10,142
2020/5/21,1024,27,0,88,16,69,81,168,64,148,994,894,5128,1313,82,227,292,122,60,76,150,73,509,45,99,358,1780,699,87,63,3,24,25,166,37,5,28,75,74,658,47,17,48,60,17,10,142
2020/5/22,1030,27,0,88,16,69,81,168,64,149,995,894,5131,1320,82,227,294,122,60,76,150,73,509,45,99,358,1781,699,87,63,3,24,25,167,37,5,28,78,74,658,47,17,48,60,17,10,142
2020/5/23,1039,27,0,88,16,69,81,168,64,149,996,894,5133,1325,82,227,295,122,60,76,150,73,510,45,100,358,1781,699,87,63,3,24,25,167,37,5,28,79,74,662,47,17,48,60,17,10,142
2020/5/24,1054,27,0,88,16,69,81,168,64,149,996,894,5147,1330,82,227,295,122,60,76,150,74,510,45,100,358,1781,699,87,63,3,24,25,167,37,5,28,80,74,666,47,17,48,60,17,10,142
2020/5/25,1057,27,0,88,16,69,81,168,65,149,996,894,5155,1331,82,227,295,122,60,76,150,74,510,45,100,358,1781,699,87,63,3,24,25,167,37,5,28,81,74,672,47,17,48,60,17,10,142
2020/5/26,1066,27,0,88,16,69,81,168,65,149,996,894,5165,1334,82,227,296,122,60,76,150,74,510,45,100,358,1781,699,87,63,3,24,25,167,37,5,28,81,74,674,47,17,48,60,17,10,142
2020/5/27,1071,27,0,88,16,69,81,168,65,149,996,895,5176,1339,82,227,296,122,60,76,150,74,510,45,100,358,1782,699,88,63,3,24,25,167,37,5,28,81,74,682,47,17,48,60,17,10,142
2020/5/28,1078,27,0,88,16,69,81,168,65,149,998,896,5191,1347,82,227,297,122,64,76,150,75,510,45,100,358,1782,699,88,63,3,24,25,167,37,5,28,82,74,703,47,17,48,60,17,10,142
